,ts_code,trade_date,suspend_timing,suspend_type
0,002500.SZ,20200624,,S
1,600182.SH,20200624,,S
2,600175.SH,20200624,,S
3,000980.SZ,20200624,,R
4,600086.SH,20200624,,R
5,600146.SH,20200624,,R
6,002575.SZ,20200624,,R
7,600614.SH,20200624,,S
8,000029.SZ,20200624,,S
9,000597.SZ,20200624,,S
10,000760.SZ,20200624,,S
11,000835.SZ,20200624,,S
12,002220.SZ,20200624,,S
13,002280.SZ,20200624,,S
14,002359.SZ,20200624,,S
15,002450.SZ,20200624,,S
16,002770.SZ,20200624,,S
17,300090.SZ,20200624,,S
18,300156.SZ,20200624,,S
19,300185.SZ,20200624,,S
20,600069.SH,20200624,,S
21,600145.SH,20200624,,S
22,600226.SH,20200624,,S
23,600317.SH,20200624,,S
24,600781.SH,20200624,,S
25,601558.SH,20200624,,S
26,601880.SH,20200624,,S
27,600238.SH,20200624,,R
28,600738.SH,20200624,,R
29,600891.SH,20200624,,S
30,430090.BJ,20200624,,S
31,430418.BJ,20200624,,S
32,430489.BJ,20200624,,S
33,430510.BJ,20200624,,S
34,830799.BJ,20200624,,S
35,830946.BJ,20200624,,S
36,830964.BJ,20200624,,S
37,831010.BJ,20200624,,S
38,831370.BJ,20200624,,S
39,831445.BJ,20200624,,S
40,831961.BJ,20200624,,S
41,832000.BJ,20200624,,S
42,832278.BJ,20200624,,S
43,832317.BJ,20200624,,S
44,833266.BJ,20200624,,S
45,833819.BJ,20200624,,S
46,833874.BJ,20200624,,S
47,833994.BJ,20200624,,S
48,834021.BJ,20200624,,S
49,834415.BJ,20200624,,S
50,834475.BJ,20200624,,S
51,834682.BJ,20200624,,S
52,835184.BJ,20200624,,S
53,835185.BJ,20200624,,S
54,835368.BJ,20200624,,S
55,835508.BJ,20200624,,S
56,835640.BJ,20200624,,S
57,835670.BJ,20200624,,S
58,836149.BJ,20200624,,S
59,836263.BJ,20200624,,S
60,837242.BJ,20200624,,S
61,838030.BJ,20200624,,S
62,838163.BJ,20200624,,S
63,838275.BJ,20200624,,S
64,839167.BJ,20200624,,S
65,839729.BJ,20200624,,S
66,871396.BJ,20200624,,S
67,430198.BJ,20200624,,S
68,836433.BJ,20200624,,S
69,831087.BJ,20200624,,S
70,834770.BJ,20200624,,S
71,835857.BJ,20200624,,S
72,839719.BJ,20200624,,R
73,830779.BJ,20200624,,S
