,ts_code,trade_date,suspend_timing,suspend_type
0,600891.SH,20201221,,S
1,002168.SZ,20201221,,R
2,002781.SZ,20201221,,S
3,300506.SZ,20201221,,S
4,603021.SH,20201221,,S
5,603110.SH,20201221,,R
6,300200.SZ,20201221,,S
7,600841.SH,20201221,,S
8,834765.BJ,20201221,,S
9,430090.BJ,20201221,,S
10,430510.BJ,20201221,,S
11,830832.BJ,20201221,,S
12,831039.BJ,20201221,,S
13,831305.BJ,20201221,,S
14,831726.BJ,20201221,,S
15,831768.BJ,20201221,,S
16,831856.BJ,20201221,,S
17,832000.BJ,20201221,,S
18,832171.BJ,20201221,,S
19,832225.BJ,20201221,,S
20,832566.BJ,20201221,,S
21,832735.BJ,20201221,,S
22,832885.BJ,20201221,,S
23,833427.BJ,20201221,,S
24,833509.BJ,20201221,,S
25,833873.BJ,20201221,,S
26,834599.BJ,20201221,,S
27,835174.BJ,20201221,,S
28,836077.BJ,20201221,,S
29,836239.BJ,20201221,,S
30,836675.BJ,20201221,,S
31,836826.BJ,20201221,,S
32,837092.BJ,20201221,,S
33,837212.BJ,20201221,,S
34,837344.BJ,20201221,,S
35,838275.BJ,20201221,,S
36,838924.BJ,20201221,,S
37,839680.BJ,20201221,,S
38,839946.BJ,20201221,,S
39,871553.BJ,20201221,,S
40,872925.BJ,20201221,,S
41,832491.BJ,20201221,,S
42,836957.BJ,20201221,,S
43,832802.BJ,20201221,,S
44,839792.BJ,20201221,,S
45,839719.BJ,20201221,,S
