,ts_code,trade_date,suspend_timing,suspend_type
0,002180.SZ,20200902,,S
1,000029.SZ,20200902,,S
2,002390.SZ,20200902,,S
3,002883.SZ,20200902,,S
4,300073.SZ,20200902,,S
5,300405.SZ,20200902,,S
6,300665.SZ,20200902,,S
7,300678.SZ,20200902,,S
8,600518.SH,20200902,,S
9,002312.SZ,20200902,,R
10,300313.SZ,20200902,,R
11,600891.SH,20200902,,S
12,430047.BJ,20200902,,S
13,430090.BJ,20200902,,S
14,430510.BJ,20200902,,S
15,830839.BJ,20200902,,S
16,831856.BJ,20200902,,S
17,832000.BJ,20200902,,S
18,832566.BJ,20200902,,S
19,833427.BJ,20200902,,S
20,835670.BJ,20200902,,S
21,836675.BJ,20200902,,S
22,836826.BJ,20200902,,S
23,838030.BJ,20200902,,S
24,838275.BJ,20200902,,S
25,839946.BJ,20200902,,S
26,871396.BJ,20200902,,S
27,832491.BJ,20200902,,S
28,831152.BJ,20200902,,S
29,831087.BJ,20200902,,S
30,834770.BJ,20200902,,S
31,839719.BJ,20200902,,S
