,ts_code,trade_date,suspend_timing,suspend_type
0,000088.SZ,20200819,,R
1,000039.SZ,20200819,,S
2,000498.SZ,20200819,,S
3,600810.SH,20200819,,S
4,300475.SZ,20200819,,R
5,000029.SZ,20200819,,S
6,000755.SZ,20200819,,S
7,002066.SZ,20200819,,S
8,002176.SZ,20200819,,S
9,002288.SZ,20200819,,S
10,300284.SZ,20200819,,S
11,300396.SZ,20200819,,S
12,600301.SH,20200819,,S
13,600518.SH,20200819,,S
14,600891.SH,20200819,,S
15,430047.BJ,20200819,,S
16,430090.BJ,20200819,,S
17,430510.BJ,20200819,,S
18,830839.BJ,20200819,,S
19,831856.BJ,20200819,,S
20,832000.BJ,20200819,,S
21,832566.BJ,20200819,,S
22,835670.BJ,20200819,,S
23,836675.BJ,20200819,,S
24,836826.BJ,20200819,,S
25,838030.BJ,20200819,,S
26,838275.BJ,20200819,,S
27,839946.BJ,20200819,,S
28,871396.BJ,20200819,,S
29,832491.BJ,20200819,,S
30,831152.BJ,20200819,,S
31,831087.BJ,20200819,,S
32,834770.BJ,20200819,,S
33,839719.BJ,20200819,,S
