,ts_code,trade_date,suspend_timing,suspend_type
0,000029.SZ,20200513,,S
1,000966.SZ,20200513,,S
2,000792.SZ,20200513,,S
3,000732.SZ,20200513,,S
4,600816.SH,20200513,,S
5,600145.SH,20200513,,S
6,000403.SZ,20200513,,S
7,600185.SH,20200513,,S
8,600226.SH,20200513,,S
9,002450.SZ,20200513,,S
10,300521.SZ,20200513,,S
11,600662.SH,20200513,,S
12,600677.SH,20200513,,S
13,002711.SZ,20200513,,S
14,002509.SZ,20200513,,S
15,600589.SH,20200513,,S
16,600701.SH,20200513,,S
17,600485.SH,20200513,,S
18,600421.SH,20200513,,R
19,600652.SH,20200513,,R
20,601558.SH,20200513,,R
21,600891.SH,20200513,,S
22,430418.BJ,20200513,,S
23,430489.BJ,20200513,,S
24,830799.BJ,20200513,,S
25,830964.BJ,20200513,,S
26,831370.BJ,20200513,,S
27,831445.BJ,20200513,,S
28,831961.BJ,20200513,,S
29,832278.BJ,20200513,,S
30,832317.BJ,20200513,,S
31,833266.BJ,20200513,,S
32,833819.BJ,20200513,,S
33,833994.BJ,20200513,,S
34,834021.BJ,20200513,,S
35,834682.BJ,20200513,,S
36,835184.BJ,20200513,,S
37,835185.BJ,20200513,,S
38,836149.BJ,20200513,,S
39,836263.BJ,20200513,,S
40,838030.BJ,20200513,,S
41,838163.BJ,20200513,,S
42,839167.BJ,20200513,,S
43,839729.BJ,20200513,,S
44,430300.BJ,20200513,,S
45,838227.BJ,20200513,,S
46,834770.BJ,20200513,,S
47,835857.BJ,20200513,,S
48,833394.BJ,20200513,,S
49,839719.BJ,20200513,,S
50,832651.BJ,20200513,,S
