,ts_code,trade_date,suspend_timing,suspend_type
0,601558.SH,20200414,,S
1,000678.SZ,20200414,,R
2,002333.SZ,20200414,,R
3,000029.SZ,20200414,,S
4,002079.SZ,20200414,,S
5,002450.SZ,20200414,,S
6,300164.SZ,20200414,,S
7,300197.SZ,20200414,,S
8,300334.SZ,20200414,,S
9,300419.SZ,20200414,,S
10,600145.SH,20200414,,S
11,600209.SH,20200414,,S
12,600354.SH,20200414,,S
13,600812.SH,20200414,,S
14,600816.SH,20200414,,S
15,603032.SH,20200414,,R
16,600891.SH,20200414,,S
17,838227.BJ,20200414,,S
18,832023.BJ,20200414,,S
19,834770.BJ,20200414,,S
20,835857.BJ,20200414,,S
21,833394.BJ,20200414,,S
22,832651.BJ,20200414,,S
