,ts_code,trade_date,suspend_timing,suspend_type
0,000029.SZ,20200117,,S
1,000032.SZ,20200117,,S
2,000792.SZ,20200117,,S
3,000803.SZ,20200117,,S
4,002450.SZ,20200117,,S
5,002761.SZ,20200117,,S
6,002902.SZ,20200117,,S
7,300397.SZ,20200117,,S
8,600145.SH,20200117,,S
9,600226.SH,20200117,,S
10,600679.SH,20200117,,S
11,600817.SH,20200117,,S
12,002266.SZ,20200117,,R
13,300571.SZ,20200117,,R
14,300592.SZ,20200117,,R
15,600248.SH,20200117,,R
16,830832.BJ,20200117,,S
17,430564.BJ,20200117,,S
18,834770.BJ,20200117,,S
19,835857.BJ,20200117,,S
20,833394.BJ,20200117,,S
21,832651.BJ,20200117,,S
