,ts_code,trade_date,suspend_timing,suspend_type
0,000977.SZ,20200317,,S
1,601162.SH,20200317,,S
2,601555.SH,20200317,,S
3,300295.SZ,20200317,,S
4,000029.SZ,20200317,,S
5,002308.SZ,20200317,,S
6,002450.SZ,20200317,,S
7,300256.SZ,20200317,,S
8,300592.SZ,20200317,,S
9,600145.SH,20200317,,S
10,600228.SH,20200317,,S
11,600310.SH,20200317,,S
12,600745.SH,20200317,,S
13,600766.SH,20200317,,S
14,600891.SH,20200317,,S
15,603002.SH,20200317,,S
16,603399.SH,20200317,,S
17,002977.SZ,20200317,09:30-10:00,S
18,834770.BJ,20200317,,S
19,835857.BJ,20200317,,S
20,833394.BJ,20200317,,S
21,832651.BJ,20200317,,S
