,ts_code,trade_date,suspend_timing,suspend_type
0,000029.SZ,20200116,,S
1,000032.SZ,20200116,,S
2,000803.SZ,20200116,,S
3,002266.SZ,20200116,,S
4,002450.SZ,20200116,,S
5,002761.SZ,20200116,,S
6,002902.SZ,20200116,,S
7,300397.SZ,20200116,,S
8,300571.SZ,20200116,,S
9,300592.SZ,20200116,,S
10,600145.SH,20200116,,S
11,600226.SH,20200116,,S
12,600248.SH,20200116,,S
13,600679.SH,20200116,,S
14,600817.SH,20200116,,S
15,601816.SH,20200116,09:30-10:00,S
16,002645.SZ,20200116,,R
17,600075.SH,20200116,,R
18,600215.SH,20200116,,R
19,830832.BJ,20200116,,S
20,430564.BJ,20200116,,S
21,834770.BJ,20200116,,S
22,835857.BJ,20200116,,S
23,833394.BJ,20200116,,S
24,832651.BJ,20200116,,S
