,ts_code,trade_date,suspend_timing,suspend_type
0,600526.SH,20200417,,R
1,600812.SH,20200417,,R
2,000029.SZ,20200417,,S
3,002079.SZ,20200417,,S
4,002450.SZ,20200417,,S
5,002469.SZ,20200417,,S
6,300164.SZ,20200417,,S
7,300197.SZ,20200417,,S
8,300419.SZ,20200417,,S
9,600145.SH,20200417,,S
10,600816.SH,20200417,,S
11,601558.SH,20200417,,S
12,002978.SZ,20200417,09:30-10:00,S
13,002981.SZ,20200417,09:30-10:00,S
14,600891.SH,20200417,,S
15,838227.BJ,20200417,,S
16,832023.BJ,20200417,,S
17,834770.BJ,20200417,,S
18,835857.BJ,20200417,,S
19,833394.BJ,20200417,,S
20,832651.BJ,20200417,,S
