,ts_code,trade_date,suspend_timing,suspend_type
0,300802.SZ,20200409,,S
1,600186.SH,20200409,,R
2,600234.SH,20200409,,R
3,000927.SZ,20200409,,S
4,000029.SZ,20200409,,S
5,000678.SZ,20200409,,S
6,002450.SZ,20200409,,S
7,300164.SZ,20200409,,S
8,300334.SZ,20200409,,S
9,300419.SZ,20200409,,S
10,600145.SH,20200409,,S
11,600812.SH,20200409,,S
12,600816.SH,20200409,,S
13,603032.SH,20200409,,S
14,600891.SH,20200409,,S
15,838227.BJ,20200409,,S
16,834770.BJ,20200409,,S
17,835857.BJ,20200409,,S
18,833394.BJ,20200409,,S
19,832651.BJ,20200409,,S
