,ts_code,trade_date,suspend_timing,suspend_type
0,000728.SZ,20201021,,S
1,002668.SZ,20201021,,S
2,000029.SZ,20201021,,S
3,002319.SZ,20201021,,S
4,003015.SZ,20201021,09:30-10:00,S
5,300393.SZ,20201021,,S
6,300898.SZ,20201021,11:26-13:07,S
7,600068.SH,20201021,,S
8,600970.SH,20201021,,S
9,603006.SH,20201021,,S
10,603032.SH,20201021,,S
11,300526.SZ,20201021,,R
12,600891.SH,20201021,,S
13,834765.BJ,20201021,,S
14,430047.BJ,20201021,,S
15,430090.BJ,20201021,,S
16,430510.BJ,20201021,,S
17,830832.BJ,20201021,,S
18,830839.BJ,20201021,,S
19,831305.BJ,20201021,,S
20,831726.BJ,20201021,,S
21,831856.BJ,20201021,,S
22,832000.BJ,20201021,,S
23,832225.BJ,20201021,,S
24,832566.BJ,20201021,,S
25,833427.BJ,20201021,,S
26,833509.BJ,20201021,,S
27,834599.BJ,20201021,,S
28,835174.BJ,20201021,,S
29,835670.BJ,20201021,,S
30,836239.BJ,20201021,,S
31,836675.BJ,20201021,,S
32,836826.BJ,20201021,,S
33,837344.BJ,20201021,,S
34,838030.BJ,20201021,,S
35,838275.BJ,20201021,,S
36,839946.BJ,20201021,,S
37,871396.BJ,20201021,,S
38,832491.BJ,20201021,,S
39,831152.BJ,20201021,,S
40,831087.BJ,20201021,,S
41,839792.BJ,20201021,,S
42,839719.BJ,20201021,,S
