,ts_code,trade_date,suspend_timing,suspend_type
0,600518.SH,20200903,,R
1,000029.SZ,20200903,,S
2,000911.SZ,20200903,,S
3,002390.SZ,20200903,,S
4,002883.SZ,20200903,,S
5,300069.SZ,20200903,,S
6,300073.SZ,20200903,,S
7,300405.SZ,20200903,,S
8,300665.SZ,20200903,,S
9,300678.SZ,20200903,,S
10,002180.SZ,20200903,,R
11,002997.SZ,20200903,09:30-10:00,S
12,002999.SZ,20200903,09:30-10:00,S
13,605006.SH,20200903,09:30-10:00,S
14,600891.SH,20200903,,S
15,430047.BJ,20200903,,S
16,430090.BJ,20200903,,S
17,430510.BJ,20200903,,S
18,830839.BJ,20200903,,S
19,831856.BJ,20200903,,S
20,832000.BJ,20200903,,S
21,832566.BJ,20200903,,S
22,833427.BJ,20200903,,S
23,833509.BJ,20200903,,S
24,835670.BJ,20200903,,S
25,836675.BJ,20200903,,S
26,836826.BJ,20200903,,S
27,838030.BJ,20200903,,S
28,838275.BJ,20200903,,S
29,839946.BJ,20200903,,S
30,871396.BJ,20200903,,S
31,832491.BJ,20200903,,S
32,831152.BJ,20200903,,S
33,831087.BJ,20200903,,S
34,834770.BJ,20200903,,S
35,839719.BJ,20200903,,S
