,ts_code,trade_date,suspend_timing,suspend_type
0,000885.SZ,20200805,,S
1,000029.SZ,20200805,,S
2,000877.SZ,20200805,,S
3,002226.SZ,20200805,,S
4,002342.SZ,20200805,,S
5,002685.SZ,20200805,,S
6,600255.SH,20200805,,S
7,600518.SH,20200805,,S
8,600615.SH,20200805,,S
9,600860.SH,20200805,,S
10,603067.SH,20200805,,S
11,002285.SZ,20200805,,R
12,002995.SZ,20200805,09:30-10:00,S
13,605158.SH,20200805,09:30-10:00,S
14,600891.SH,20200805,,S
15,430047.BJ,20200805,,S
16,430090.BJ,20200805,,S
17,430510.BJ,20200805,,S
18,830839.BJ,20200805,,S
19,831856.BJ,20200805,,S
20,832000.BJ,20200805,,S
21,832566.BJ,20200805,,S
22,835670.BJ,20200805,,S
23,836675.BJ,20200805,,S
24,836826.BJ,20200805,,S
25,838030.BJ,20200805,,S
26,838275.BJ,20200805,,S
27,839946.BJ,20200805,,S
28,871396.BJ,20200805,,S
29,832491.BJ,20200805,,S
30,831152.BJ,20200805,,S
31,831087.BJ,20200805,,S
32,834770.BJ,20200805,,S
33,835857.BJ,20200805,,S
34,839719.BJ,20200805,,S
