,ts_code,trade_date,suspend_timing,suspend_type
0,600919.SH,20201214,,S
1,000981.SZ,20201214,,R
2,600882.SH,20201214,,R
3,600595.SH,20201214,,S
4,600891.SH,20201214,,S
5,002080.SZ,20201214,,S
6,300596.SZ,20201214,,S
7,600176.SH,20201214,,S
8,000558.SZ,20201214,,R
9,600877.SH,20201214,,R
10,002168.SZ,20201214,,S
11,834765.BJ,20201214,,S
12,430090.BJ,20201214,,S
13,430510.BJ,20201214,,S
14,830832.BJ,20201214,,S
15,831039.BJ,20201214,,S
16,831305.BJ,20201214,,S
17,831726.BJ,20201214,,S
18,831768.BJ,20201214,,S
19,831856.BJ,20201214,,S
20,832000.BJ,20201214,,S
21,832171.BJ,20201214,,S
22,832225.BJ,20201214,,S
23,832566.BJ,20201214,,S
24,832735.BJ,20201214,,S
25,832885.BJ,20201214,,S
26,833427.BJ,20201214,,S
27,833509.BJ,20201214,,S
28,833873.BJ,20201214,,S
29,834599.BJ,20201214,,S
30,835174.BJ,20201214,,S
31,836077.BJ,20201214,,S
32,836239.BJ,20201214,,S
33,836675.BJ,20201214,,S
34,836826.BJ,20201214,,S
35,837092.BJ,20201214,,S
36,837212.BJ,20201214,,S
37,837344.BJ,20201214,,S
38,838275.BJ,20201214,,S
39,838924.BJ,20201214,,S
40,839680.BJ,20201214,,S
41,839946.BJ,20201214,,S
42,871553.BJ,20201214,,S
43,872925.BJ,20201214,,S
44,832491.BJ,20201214,,S
45,836957.BJ,20201214,,S
46,832802.BJ,20201214,,S
47,839792.BJ,20201214,,S
48,839719.BJ,20201214,,S
