,ts_code,trade_date,suspend_timing,suspend_type
0,000909.SZ,20200612,,S
1,002021.SZ,20200612,,R
2,000504.SZ,20200612,,R
3,603477.SH,20200612,,R
4,000029.SZ,20200612,,S
5,000760.SZ,20200612,,S
6,002187.SZ,20200612,,S
7,002220.SZ,20200612,,S
8,002305.SZ,20200612,,S
9,002450.SZ,20200612,,S
10,002650.SZ,20200612,,S
11,300090.SZ,20200612,,S
12,300156.SZ,20200612,,S
13,300525.SZ,20200612,,S
14,600069.SH,20200612,,S
15,600145.SH,20200612,,S
16,600175.SH,20200612,,S
17,600226.SH,20200612,,S
18,600238.SH,20200612,,S
19,600589.SH,20200612,,S
20,600671.SH,20200612,,S
21,600824.SH,20200612,,S
22,600889.SH,20200612,,S
23,601969.SH,20200612,,S
24,002758.SZ,20200612,,R
25,600182.SH,20200612,,S
26,688004.SH,20200612,13:02-13:12,S
27,600891.SH,20200612,,S
28,430090.BJ,20200612,,S
29,430418.BJ,20200612,,S
30,430489.BJ,20200612,,S
31,830799.BJ,20200612,,S
32,830946.BJ,20200612,,S
33,830964.BJ,20200612,,S
34,831010.BJ,20200612,,S
35,831370.BJ,20200612,,S
36,831445.BJ,20200612,,S
37,831961.BJ,20200612,,S
38,832278.BJ,20200612,,S
39,832317.BJ,20200612,,S
40,833266.BJ,20200612,,S
41,833819.BJ,20200612,,S
42,833874.BJ,20200612,,S
43,833994.BJ,20200612,,S
44,834021.BJ,20200612,,S
45,834415.BJ,20200612,,S
46,834475.BJ,20200612,,S
47,834682.BJ,20200612,,S
48,835184.BJ,20200612,,S
49,835185.BJ,20200612,,S
50,835368.BJ,20200612,,S
51,835508.BJ,20200612,,S
52,835640.BJ,20200612,,S
53,835670.BJ,20200612,,S
54,836149.BJ,20200612,,S
55,836263.BJ,20200612,,S
56,837242.BJ,20200612,,S
57,838030.BJ,20200612,,S
58,838163.BJ,20200612,,S
59,838275.BJ,20200612,,S
60,839167.BJ,20200612,,S
61,839729.BJ,20200612,,S
62,430198.BJ,20200612,,S
63,836433.BJ,20200612,,S
64,834770.BJ,20200612,,S
65,835857.BJ,20200612,,S
66,839719.BJ,20200612,,S
