,ts_code,trade_date,suspend_timing,suspend_type
0,000029.SZ,20200731,,S
1,000877.SZ,20200731,,S
2,002226.SZ,20200731,,S
3,002285.SZ,20200731,,S
4,002342.SZ,20200731,,S
5,300540.SZ,20200731,,S
6,600518.SH,20200731,,S
7,600526.SH,20200731,,S
8,600690.SH,20200731,,S
9,603067.SH,20200731,,S
10,002991.SZ,20200731,09:30-10:00,S
11,601456.SH,20200731,09:30-10:00,S
12,605222.SH,20200731,09:30-10:00,S
13,600891.SH,20200731,,S
14,430047.BJ,20200731,,S
15,430090.BJ,20200731,,S
16,430510.BJ,20200731,,S
17,830839.BJ,20200731,,S
18,831856.BJ,20200731,,S
19,832000.BJ,20200731,,S
20,832566.BJ,20200731,,S
21,835670.BJ,20200731,,S
22,836675.BJ,20200731,,S
23,838030.BJ,20200731,,S
24,838275.BJ,20200731,,S
25,839946.BJ,20200731,,S
26,871396.BJ,20200731,,S
27,832491.BJ,20200731,,S
28,831152.BJ,20200731,,S
29,831087.BJ,20200731,,S
30,834770.BJ,20200731,,S
31,835857.BJ,20200731,,S
32,839719.BJ,20200731,,S
33,830779.BJ,20200731,,S
