,ts_code,trade_date,suspend_timing,suspend_type
0,300050.SZ,20201013,,R
1,600109.SH,20201013,,R
2,600160.SH,20201013,,R
3,601456.SH,20201013,,R
4,000029.SZ,20201013,,S
5,001896.SZ,20201013,,S
6,300526.SZ,20201013,,S
7,300722.SZ,20201013,,S
8,600766.SH,20201013,,S
9,002633.SZ,20201013,,S
10,003001.SZ,20201013,09:30-10:00,S
11,600891.SH,20201013,,S
12,834765.BJ,20201013,,S
13,430047.BJ,20201013,,S
14,430090.BJ,20201013,,S
15,430510.BJ,20201013,,S
16,830832.BJ,20201013,,S
17,830839.BJ,20201013,,S
18,831305.BJ,20201013,,S
19,831726.BJ,20201013,,S
20,831856.BJ,20201013,,S
21,832000.BJ,20201013,,S
22,832225.BJ,20201013,,S
23,832566.BJ,20201013,,S
24,833427.BJ,20201013,,S
25,833509.BJ,20201013,,S
26,834599.BJ,20201013,,S
27,835174.BJ,20201013,,S
28,835670.BJ,20201013,,S
29,836675.BJ,20201013,,S
30,836826.BJ,20201013,,S
31,837344.BJ,20201013,,S
32,838030.BJ,20201013,,S
33,838275.BJ,20201013,,S
34,839946.BJ,20201013,,S
35,871396.BJ,20201013,,S
36,832491.BJ,20201013,,S
37,831152.BJ,20201013,,S
38,831087.BJ,20201013,,S
39,839792.BJ,20201013,,S
40,839719.BJ,20201013,,S
