,ts_code,trade_date,suspend_timing,suspend_type
0,600999.SH,20200717,,S
1,603633.SH,20200717,,S
2,600651.SH,20200717,,R
3,000029.SZ,20200717,,S
4,002245.SZ,20200717,,S
5,002270.SZ,20200717,,S
6,002319.SZ,20200717,,S
7,002691.SZ,20200717,,S
8,300645.SZ,20200717,,S
9,600267.SH,20200717,,S
10,600460.SH,20200717,,S
11,600673.SH,20200717,,S
12,603922.SH,20200717,,S
13,300851.SZ,20200717,09:30-10:00,S
14,600891.SH,20200717,,S
15,430047.BJ,20200717,,S
16,430090.BJ,20200717,,S
17,430418.BJ,20200717,,S
18,430489.BJ,20200717,,S
19,430510.BJ,20200717,,S
20,830799.BJ,20200717,,S
21,830946.BJ,20200717,,S
22,830964.BJ,20200717,,S
23,831010.BJ,20200717,,S
24,831370.BJ,20200717,,S
25,831445.BJ,20200717,,S
26,831856.BJ,20200717,,S
27,831961.BJ,20200717,,S
28,832000.BJ,20200717,,S
29,832278.BJ,20200717,,S
30,832317.BJ,20200717,,S
31,832566.BJ,20200717,,S
32,833266.BJ,20200717,,S
33,833819.BJ,20200717,,S
34,833874.BJ,20200717,,S
35,833994.BJ,20200717,,S
36,834021.BJ,20200717,,S
37,834415.BJ,20200717,,S
38,834475.BJ,20200717,,S
39,834682.BJ,20200717,,S
40,835184.BJ,20200717,,S
41,835185.BJ,20200717,,S
42,835368.BJ,20200717,,S
43,835508.BJ,20200717,,S
44,835640.BJ,20200717,,S
45,835670.BJ,20200717,,S
46,836149.BJ,20200717,,S
47,836263.BJ,20200717,,S
48,836675.BJ,20200717,,S
49,837242.BJ,20200717,,S
50,838030.BJ,20200717,,S
51,838163.BJ,20200717,,S
52,838275.BJ,20200717,,S
53,839167.BJ,20200717,,S
54,839729.BJ,20200717,,S
55,839946.BJ,20200717,,S
56,871396.BJ,20200717,,S
57,871981.BJ,20200717,,S
58,430198.BJ,20200717,,S
59,836433.BJ,20200717,,S
60,832491.BJ,20200717,,S
61,831152.BJ,20200717,,S
62,831087.BJ,20200717,,S
63,832802.BJ,20200717,,R
64,834770.BJ,20200717,,S
65,835857.BJ,20200717,,S
66,839719.BJ,20200717,,S
67,830779.BJ,20200717,,S
