,ts_code,trade_date,suspend_timing,suspend_type
0,000029.SZ,20200313,,S
1,000502.SZ,20200313,,S
2,000977.SZ,20200313,,S
3,002450.SZ,20200313,,S
4,300592.SZ,20200313,,S
5,300822.SZ,20200313,09:30-10:00,S
6,600145.SH,20200313,,S
7,600228.SH,20200313,,S
8,600310.SH,20200313,,S
9,600745.SH,20200313,,S
10,600766.SH,20200313,,S
11,600891.SH,20200313,,S
12,601162.SH,20200313,,S
13,601555.SH,20200313,,S
14,603002.SH,20200313,,S
15,603399.SH,20200313,,S
16,601127.SH,20200313,,R
17,834770.BJ,20200313,,S
18,835857.BJ,20200313,,S
19,833394.BJ,20200313,,S
20,832651.BJ,20200313,,S
