,ts_code,trade_date,suspend_timing,suspend_type
0,000029.SZ,20200901,,S
1,002312.SZ,20200901,,S
2,002390.SZ,20200901,,S
3,002883.SZ,20200901,,S
4,300073.SZ,20200901,,S
5,300313.SZ,20200901,,S
6,300405.SZ,20200901,,S
7,300665.SZ,20200901,,S
8,300678.SZ,20200901,,S
9,600518.SH,20200901,,S
10,002531.SZ,20200901,,R
11,600301.SH,20200901,,R
12,300879.SZ,20200901,"09:32-09:42,09:43-09:53",S
13,300880.SZ,20200901,"09:31-09:41,09:42-09:52",S
14,300881.SZ,20200901,"09:32-09:42,09:43-09:53",S
15,603155.SH,20200901,09:30-10:00,S
16,600891.SH,20200901,,S
17,430047.BJ,20200901,,S
18,430090.BJ,20200901,,S
19,430510.BJ,20200901,,S
20,830839.BJ,20200901,,S
21,831856.BJ,20200901,,S
22,832000.BJ,20200901,,S
23,832566.BJ,20200901,,S
24,833427.BJ,20200901,,S
25,835670.BJ,20200901,,S
26,836675.BJ,20200901,,S
27,836826.BJ,20200901,,S
28,838030.BJ,20200901,,S
29,838275.BJ,20200901,,S
30,839946.BJ,20200901,,S
31,871396.BJ,20200901,,S
32,832491.BJ,20200901,,S
33,831152.BJ,20200901,,S
34,831087.BJ,20200901,,S
35,834770.BJ,20200901,,S
36,839719.BJ,20200901,,S
