,ts_code,trade_date,suspend_timing,suspend_type
0,600008.SH,20200928,,S
1,600966.SH,20200928,,S
2,600157.SH,20200928,,S
3,002569.SZ,20200928,,R
4,000029.SZ,20200928,,S
5,000597.SZ,20200928,,S
6,000737.SZ,20200928,,S
7,001896.SZ,20200928,,S
8,300071.SZ,20200928,,S
9,300526.SZ,20200928,,S
10,600109.SH,20200928,,S
11,600160.SH,20200928,,S
12,600766.SH,20200928,,S
13,601456.SH,20200928,,S
14,000927.SZ,20200928,,R
15,300262.SZ,20200928,,R
16,300050.SZ,20200928,,S
17,300294.SZ,20200928,,S
18,605218.SH,20200928,09:30-10:00,S
19,600891.SH,20200928,,S
20,834765.BJ,20200928,,S
21,430047.BJ,20200928,,S
22,430090.BJ,20200928,,S
23,430510.BJ,20200928,,S
24,830832.BJ,20200928,,S
25,830839.BJ,20200928,,S
26,831726.BJ,20200928,,S
27,831856.BJ,20200928,,S
28,832000.BJ,20200928,,S
29,832225.BJ,20200928,,S
30,832566.BJ,20200928,,S
31,833427.BJ,20200928,,S
32,833509.BJ,20200928,,S
33,834599.BJ,20200928,,S
34,835670.BJ,20200928,,S
35,836675.BJ,20200928,,S
36,836826.BJ,20200928,,S
37,837344.BJ,20200928,,S
38,838030.BJ,20200928,,S
39,838275.BJ,20200928,,S
40,839946.BJ,20200928,,S
41,871396.BJ,20200928,,S
42,832491.BJ,20200928,,S
43,831152.BJ,20200928,,S
44,831087.BJ,20200928,,S
45,839792.BJ,20200928,,S
46,839719.BJ,20200928,,S
