,ts_code,trade_date,suspend_timing,suspend_type
0,600919.SH,20201216,,S
1,000995.SZ,20201216,,S
2,300506.SZ,20201216,,S
3,600891.SH,20201216,,S
4,002168.SZ,20201216,,S
5,300596.SZ,20201216,,S
6,603021.SH,20201216,,S
7,002080.SZ,20201216,,R
8,600176.SH,20201216,,R
9,688510.SH,20201216,11:14-11:24,S
10,834765.BJ,20201216,,S
11,430090.BJ,20201216,,S
12,430510.BJ,20201216,,S
13,830832.BJ,20201216,,S
14,831039.BJ,20201216,,S
15,831305.BJ,20201216,,S
16,831726.BJ,20201216,,S
17,831768.BJ,20201216,,S
18,831856.BJ,20201216,,S
19,832000.BJ,20201216,,S
20,832171.BJ,20201216,,S
21,832225.BJ,20201216,,S
22,832566.BJ,20201216,,S
23,832735.BJ,20201216,,S
24,832885.BJ,20201216,,S
25,833427.BJ,20201216,,S
26,833509.BJ,20201216,,S
27,833873.BJ,20201216,,S
28,834599.BJ,20201216,,S
29,835174.BJ,20201216,,S
30,836077.BJ,20201216,,S
31,836239.BJ,20201216,,S
32,836675.BJ,20201216,,S
33,836826.BJ,20201216,,S
34,837092.BJ,20201216,,S
35,837212.BJ,20201216,,S
36,837344.BJ,20201216,,S
37,838275.BJ,20201216,,S
38,838924.BJ,20201216,,S
39,839680.BJ,20201216,,S
40,839946.BJ,20201216,,S
41,871553.BJ,20201216,,S
42,872925.BJ,20201216,,S
43,832491.BJ,20201216,,S
44,836957.BJ,20201216,,S
45,832802.BJ,20201216,,S
46,839792.BJ,20201216,,S
47,839719.BJ,20201216,,S
