,ts_code,trade_date,suspend_timing,suspend_type
0,002788.SZ,20200910,,S
1,600538.SH,20200910,,R
2,603002.SH,20200910,,R
3,000029.SZ,20200910,,S
4,000727.SZ,20200910,,S
5,002089.SZ,20200910,,S
6,002512.SZ,20200910,,S
7,002819.SZ,20200910,,S
8,300064.SZ,20200910,,S
9,300073.SZ,20200910,,S
10,300128.SZ,20200910,,S
11,300299.SZ,20200910,,S
12,300301.SZ,20200910,,S
13,300313.SZ,20200910,,S
14,300405.SZ,20200910,,S
15,300665.SZ,20200910,,S
16,300882.SZ,20200910,09:34-09:44,S
17,600079.SH,20200910,,S
18,600433.SH,20200910,,S
19,300069.SZ,20200910,,R
20,300678.SZ,20200910,,R
21,300883.SZ,20200910,14:40-14:50,S
22,300885.SZ,20200910,14:04-14:14,S
23,600891.SH,20200910,,S
24,430047.BJ,20200910,,S
25,430090.BJ,20200910,,S
26,430510.BJ,20200910,,S
27,830839.BJ,20200910,,S
28,831856.BJ,20200910,,S
29,832000.BJ,20200910,,S
30,832225.BJ,20200910,,S
31,832566.BJ,20200910,,S
32,833427.BJ,20200910,,S
33,833509.BJ,20200910,,S
34,835670.BJ,20200910,,S
35,836675.BJ,20200910,,S
36,836826.BJ,20200910,,S
37,838030.BJ,20200910,,S
38,838275.BJ,20200910,,S
39,839946.BJ,20200910,,S
40,871396.BJ,20200910,,S
41,832491.BJ,20200910,,S
42,831152.BJ,20200910,,S
43,831087.BJ,20200910,,S
44,834770.BJ,20200910,,S
45,839719.BJ,20200910,,S
