,ts_code,trade_date,suspend_timing,suspend_type
0,002089.SZ,20200804,,R
1,002427.SZ,20200804,,R
2,600255.SH,20200804,,S
3,600615.SH,20200804,,S
4,600860.SH,20200804,,S
5,000029.SZ,20200804,,S
6,000877.SZ,20200804,,S
7,002226.SZ,20200804,,S
8,002285.SZ,20200804,,S
9,002342.SZ,20200804,,S
10,002685.SZ,20200804,,S
11,600518.SH,20200804,,S
12,603067.SH,20200804,,S
13,300540.SZ,20200804,,R
14,605399.SH,20200804,09:30-10:00,S
15,600891.SH,20200804,,S
16,430047.BJ,20200804,,S
17,430090.BJ,20200804,,S
18,430510.BJ,20200804,,S
19,830839.BJ,20200804,,S
20,831856.BJ,20200804,,S
21,832000.BJ,20200804,,S
22,832566.BJ,20200804,,S
23,835670.BJ,20200804,,S
24,836675.BJ,20200804,,S
25,836826.BJ,20200804,,S
26,838030.BJ,20200804,,S
27,838275.BJ,20200804,,S
28,839946.BJ,20200804,,S
29,871396.BJ,20200804,,S
30,832491.BJ,20200804,,S
31,831152.BJ,20200804,,S
32,831087.BJ,20200804,,S
33,834770.BJ,20200804,,S
34,835857.BJ,20200804,,S
35,839719.BJ,20200804,,S
