,ts_code,trade_date,suspend_timing,suspend_type
0,600008.SH,20200929,,R
1,600157.SH,20200929,,R
2,600966.SH,20200929,,R
3,000029.SZ,20200929,,S
4,000737.SZ,20200929,,S
5,001896.SZ,20200929,,S
6,300050.SZ,20200929,,S
7,300071.SZ,20200929,,S
8,300294.SZ,20200929,,S
9,300526.SZ,20200929,,S
10,600109.SH,20200929,,S
11,600160.SH,20200929,,S
12,600766.SH,20200929,,S
13,601456.SH,20200929,,S
14,000597.SZ,20200929,,R
15,605018.SH,20200929,09:30-10:00,S
16,600891.SH,20200929,,S
17,834765.BJ,20200929,,S
18,430047.BJ,20200929,,S
19,430090.BJ,20200929,,S
20,430510.BJ,20200929,,S
21,830832.BJ,20200929,,S
22,830839.BJ,20200929,,S
23,831726.BJ,20200929,,S
24,831856.BJ,20200929,,S
25,832000.BJ,20200929,,S
26,832225.BJ,20200929,,S
27,832566.BJ,20200929,,S
28,833427.BJ,20200929,,S
29,833509.BJ,20200929,,S
30,834599.BJ,20200929,,S
31,835670.BJ,20200929,,S
32,836675.BJ,20200929,,S
33,836826.BJ,20200929,,S
34,837344.BJ,20200929,,S
35,838030.BJ,20200929,,S
36,838275.BJ,20200929,,S
37,839946.BJ,20200929,,S
38,871396.BJ,20200929,,S
39,832491.BJ,20200929,,S
40,831152.BJ,20200929,,S
41,831087.BJ,20200929,,S
42,839792.BJ,20200929,,S
43,839719.BJ,20200929,,S
