,ts_code,trade_date,suspend_timing,suspend_type
0,603603.SH,20200428,,R
1,000890.SZ,20200428,,R
2,002319.SZ,20200428,,R
3,601798.SH,20200428,,R
4,300022.SZ,20200428,,S
5,000017.SZ,20200428,,S
6,000029.SZ,20200428,,S
7,000403.SZ,20200428,,S
8,000536.SZ,20200428,,S
9,000595.SZ,20200428,,S
10,000673.SZ,20200428,,S
11,000732.SZ,20200428,,S
12,002113.SZ,20200428,,S
13,002147.SZ,20200428,,S
14,002255.SZ,20200428,,S
15,002450.SZ,20200428,,S
16,002469.SZ,20200428,,S
17,002513.SZ,20200428,,S
18,600083.SH,20200428,,S
19,600145.SH,20200428,,S
20,600311.SH,20200428,,S
21,600375.SH,20200428,,S
22,600485.SH,20200428,,S
23,600596.SH,20200428,,S
24,600662.SH,20200428,,S
25,600816.SH,20200428,,S
26,600821.SH,20200428,,S
27,601558.SH,20200428,,S
28,603389.SH,20200428,,S
29,300427.SZ,20200428,,R
30,002983.SZ,20200428,09:30-10:00,S
31,603439.SH,20200428,09:30-10:00,S
32,600891.SH,20200428,,S
33,832317.BJ,20200428,,S
34,833819.BJ,20200428,,S
35,834682.BJ,20200428,,S
36,835184.BJ,20200428,,S
37,430300.BJ,20200428,,S
38,838227.BJ,20200428,,S
39,834770.BJ,20200428,,S
40,835857.BJ,20200428,,S
41,833394.BJ,20200428,,S
42,839719.BJ,20200428,,S
43,832651.BJ,20200428,,S
