,ts_code,trade_date,suspend_timing,suspend_type
0,002788.SZ,20200914,,S
1,002512.SZ,20200914,,S
2,000029.SZ,20200914,,S
3,000727.SZ,20200914,,S
4,000818.SZ,20200914,,S
5,000959.SZ,20200914,,S
6,002569.SZ,20200914,,S
7,002819.SZ,20200914,,S
8,300029.SZ,20200914,,S
9,300064.SZ,20200914,,S
10,300128.SZ,20200914,,S
11,300299.SZ,20200914,,S
12,300301.SZ,20200914,,S
13,300313.SZ,20200914,,S
14,300367.SZ,20200914,,S
15,300405.SZ,20200914,,S
16,300446.SZ,20200914,,S
17,300665.SZ,20200914,,S
18,600433.SH,20200914,,S
19,002089.SZ,20200914,,R
20,003000.SZ,20200914,09:30-10:00,S
21,603023.SH,20200914,,S
22,600891.SH,20200914,,S
23,430047.BJ,20200914,,S
24,430090.BJ,20200914,,S
25,430510.BJ,20200914,,S
26,830839.BJ,20200914,,S
27,831856.BJ,20200914,,S
28,832000.BJ,20200914,,S
29,832225.BJ,20200914,,S
30,832566.BJ,20200914,,S
31,833427.BJ,20200914,,S
32,833509.BJ,20200914,,S
33,835670.BJ,20200914,,S
34,836675.BJ,20200914,,S
35,836826.BJ,20200914,,S
36,837344.BJ,20200914,,S
37,838030.BJ,20200914,,S
38,838275.BJ,20200914,,S
39,839946.BJ,20200914,,S
40,871396.BJ,20200914,,S
41,832491.BJ,20200914,,S
42,831152.BJ,20200914,,S
43,831087.BJ,20200914,,S
44,834770.BJ,20200914,,S
45,839719.BJ,20200914,,S
