,ts_code,trade_date,suspend_timing,suspend_type
0,600690.SH,20200803,,R
1,600526.SH,20200803,,R
2,000029.SZ,20200803,,S
3,000877.SZ,20200803,,S
4,002089.SZ,20200803,,S
5,002226.SZ,20200803,,S
6,002285.SZ,20200803,,S
7,002342.SZ,20200803,,S
8,002427.SZ,20200803,,S
9,300540.SZ,20200803,,S
10,600518.SH,20200803,,S
11,603067.SH,20200803,,S
12,002685.SZ,20200803,,S
13,002992.SZ,20200803,09:30-10:00,S
14,605318.SH,20200803,09:30-10:00,S
15,600891.SH,20200803,,S
16,430047.BJ,20200803,,S
17,430090.BJ,20200803,,S
18,430510.BJ,20200803,,S
19,830839.BJ,20200803,,S
20,831856.BJ,20200803,,S
21,832000.BJ,20200803,,S
22,832566.BJ,20200803,,S
23,835670.BJ,20200803,,S
24,836675.BJ,20200803,,S
25,836826.BJ,20200803,,S
26,838030.BJ,20200803,,S
27,838275.BJ,20200803,,S
28,839946.BJ,20200803,,S
29,871396.BJ,20200803,,S
30,832491.BJ,20200803,,S
31,831152.BJ,20200803,,S
32,831087.BJ,20200803,,S
33,834770.BJ,20200803,,S
34,835857.BJ,20200803,,S
35,839719.BJ,20200803,,S
36,830779.BJ,20200803,,R
