,ts_code,trade_date,suspend_timing,suspend_type
0,600354.SH,20200415,,S
1,600209.SH,20200415,,R
2,600116.SH,20200415,,S
3,600803.SH,20200415,,S
4,603588.SH,20200415,,S
5,000029.SZ,20200415,,S
6,000727.SZ,20200415,,S
7,002079.SZ,20200415,,S
8,002450.SZ,20200415,,S
9,300164.SZ,20200415,,S
10,300197.SZ,20200415,,S
11,300419.SZ,20200415,,S
12,600145.SH,20200415,,S
13,600370.SH,20200415,,S
14,600812.SH,20200415,,S
15,600816.SH,20200415,,S
16,601558.SH,20200415,,S
17,300334.SZ,20200415,,R
18,002980.SZ,20200415,09:30-10:00,S
19,603095.SH,20200415,,S
20,600891.SH,20200415,,S
21,838227.BJ,20200415,,S
22,832023.BJ,20200415,,S
23,834770.BJ,20200415,,S
24,835857.BJ,20200415,,S
25,833394.BJ,20200415,,S
26,832651.BJ,20200415,,S
