,ts_code,trade_date,suspend_timing,suspend_type
0,601966.SH,20201126,,R
1,601777.SH,20201126,,R
2,002510.SZ,20201126,,R
3,000595.SZ,20201126,,S
4,600634.SH,20201126,,S
5,603025.SH,20201126,,S
6,000403.SZ,20201126,,R
7,003004.SZ,20201126,09:30-10:00,S
8,600891.SH,20201126,,S
9,834765.BJ,20201126,,S
10,430090.BJ,20201126,,S
11,430510.BJ,20201126,,S
12,830832.BJ,20201126,,S
13,831039.BJ,20201126,,S
14,831726.BJ,20201126,,S
15,831856.BJ,20201126,,S
16,832000.BJ,20201126,,S
17,832171.BJ,20201126,,S
18,832225.BJ,20201126,,S
19,832566.BJ,20201126,,S
20,832735.BJ,20201126,,S
21,832885.BJ,20201126,,S
22,833427.BJ,20201126,,S
23,833509.BJ,20201126,,S
24,833873.BJ,20201126,,S
25,834599.BJ,20201126,,S
26,835174.BJ,20201126,,S
27,835670.BJ,20201126,,S
28,836077.BJ,20201126,,S
29,836239.BJ,20201126,,S
30,836675.BJ,20201126,,S
31,836826.BJ,20201126,,S
32,837092.BJ,20201126,,S
33,837212.BJ,20201126,,S
34,837344.BJ,20201126,,S
35,838030.BJ,20201126,,S
36,838275.BJ,20201126,,S
37,839946.BJ,20201126,,S
38,871553.BJ,20201126,,S
39,832491.BJ,20201126,,S
40,832802.BJ,20201126,,S
41,839792.BJ,20201126,,S
42,839719.BJ,20201126,,S
