,ts_code,trade_date,suspend_timing,suspend_type
0,002788.SZ,20200909,,S
1,000029.SZ,20200909,,S
2,000727.SZ,20200909,,S
3,002089.SZ,20200909,,S
4,002819.SZ,20200909,,S
5,300064.SZ,20200909,,S
6,300069.SZ,20200909,,S
7,300073.SZ,20200909,,S
8,300128.SZ,20200909,,S
9,300299.SZ,20200909,,S
10,300301.SZ,20200909,,S
11,300313.SZ,20200909,,S
12,300405.SZ,20200909,,S
13,300665.SZ,20200909,,S
14,300678.SZ,20200909,,S
15,600433.SH,20200909,,S
16,600538.SH,20200909,,S
17,603002.SH,20200909,,S
18,002883.SZ,20200909,,R
19,600891.SH,20200909,,S
20,430047.BJ,20200909,,S
21,430090.BJ,20200909,,S
22,430510.BJ,20200909,,S
23,830839.BJ,20200909,,S
24,831856.BJ,20200909,,S
25,832000.BJ,20200909,,S
26,832225.BJ,20200909,,S
27,832566.BJ,20200909,,S
28,833427.BJ,20200909,,S
29,833509.BJ,20200909,,S
30,835670.BJ,20200909,,S
31,836675.BJ,20200909,,S
32,836826.BJ,20200909,,S
33,838030.BJ,20200909,,S
34,838275.BJ,20200909,,S
35,839946.BJ,20200909,,S
36,871396.BJ,20200909,,S
37,832491.BJ,20200909,,S
38,831152.BJ,20200909,,S
39,831087.BJ,20200909,,S
40,834770.BJ,20200909,,S
41,839719.BJ,20200909,,S
