,ts_code,trade_date,suspend_timing,suspend_type
0,600182.SH,20200630,,S
1,600145.SH,20200630,,R
2,000029.SZ,20200630,,S
3,000597.SZ,20200630,,S
4,000662.SZ,20200630,,S
5,000760.SZ,20200630,,S
6,002086.SZ,20200630,,S
7,002207.SZ,20200630,,S
8,002254.SZ,20200630,,S
9,002359.SZ,20200630,,S
10,002450.SZ,20200630,,S
11,002470.SZ,20200630,,S
12,002638.SZ,20200630,,S
13,002819.SZ,20200630,,S
14,300084.SZ,20200630,,S
15,300090.SZ,20200630,,S
16,300156.SZ,20200630,,S
17,300561.SZ,20200630,,S
18,600069.SH,20200630,,S
19,600090.SH,20200630,,S
20,600185.SH,20200630,,S
21,600226.SH,20200630,,S
22,600242.SH,20200630,,S
23,600247.SH,20200630,,S
24,600317.SH,20200630,,S
25,600614.SH,20200630,,S
26,601558.SH,20200630,,S
27,601880.SH,20200630,,S
28,603157.SH,20200630,,S
29,002220.SZ,20200630,,R
30,300185.SZ,20200630,,R
31,600891.SH,20200630,,S
32,430047.BJ,20200630,,S
33,430090.BJ,20200630,,S
34,430418.BJ,20200630,,S
35,430489.BJ,20200630,,S
36,430510.BJ,20200630,,S
37,830799.BJ,20200630,,S
38,830946.BJ,20200630,,S
39,830964.BJ,20200630,,S
40,831010.BJ,20200630,,S
41,831370.BJ,20200630,,S
42,831445.BJ,20200630,,S
43,831856.BJ,20200630,,S
44,831961.BJ,20200630,,S
45,832000.BJ,20200630,,S
46,832278.BJ,20200630,,S
47,832317.BJ,20200630,,S
48,832566.BJ,20200630,,S
49,833266.BJ,20200630,,S
50,833819.BJ,20200630,,S
51,833874.BJ,20200630,,S
52,833994.BJ,20200630,,S
53,834021.BJ,20200630,,S
54,834415.BJ,20200630,,S
55,834475.BJ,20200630,,S
56,834682.BJ,20200630,,S
57,835184.BJ,20200630,,S
58,835185.BJ,20200630,,S
59,835368.BJ,20200630,,S
60,835508.BJ,20200630,,S
61,835640.BJ,20200630,,S
62,835670.BJ,20200630,,S
63,836149.BJ,20200630,,S
64,836263.BJ,20200630,,S
65,836675.BJ,20200630,,S
66,837242.BJ,20200630,,S
67,838030.BJ,20200630,,S
68,838163.BJ,20200630,,S
69,838275.BJ,20200630,,S
70,839167.BJ,20200630,,S
71,839729.BJ,20200630,,S
72,871396.BJ,20200630,,S
73,430198.BJ,20200630,,S
74,836433.BJ,20200630,,S
75,832491.BJ,20200630,,S
76,831152.BJ,20200630,,S
77,831087.BJ,20200630,,S
78,834770.BJ,20200630,,S
79,835857.BJ,20200630,,S
80,830779.BJ,20200630,,S
