,ts_code,trade_date,suspend_timing,suspend_type
0,000029.SZ,20200508,,S
1,000403.SZ,20200508,,S
2,000732.SZ,20200508,,S
3,000792.SZ,20200508,,S
4,000966.SZ,20200508,,S
5,002450.SZ,20200508,,S
6,002711.SZ,20200508,,S
7,300344.SZ,20200508,,S
8,300362.SZ,20200508,,S
9,300521.SZ,20200508,,S
10,600084.SH,20200508,,S
11,600145.SH,20200508,,S
12,600226.SH,20200508,,S
13,600485.SH,20200508,,S
14,600589.SH,20200508,,S
15,600654.SH,20200508,,S
16,600662.SH,20200508,,S
17,600677.SH,20200508,,S
18,600701.SH,20200508,,S
19,600816.SH,20200508,,S
20,601558.SH,20200508,,S
21,002282.SZ,20200508,,R
22,300022.SZ,20200508,,R
23,603306.SH,20200508,,R
24,600891.SH,20200508,,S
25,430418.BJ,20200508,,S
26,430489.BJ,20200508,,S
27,830799.BJ,20200508,,S
28,830964.BJ,20200508,,S
29,831445.BJ,20200508,,S
30,832317.BJ,20200508,,S
31,833819.BJ,20200508,,S
32,833994.BJ,20200508,,S
33,834021.BJ,20200508,,S
34,834682.BJ,20200508,,S
35,835184.BJ,20200508,,S
36,835185.BJ,20200508,,S
37,839167.BJ,20200508,,S
38,430300.BJ,20200508,,S
39,838227.BJ,20200508,,S
40,834770.BJ,20200508,,S
41,835857.BJ,20200508,,S
42,833394.BJ,20200508,,S
43,839719.BJ,20200508,,S
44,832651.BJ,20200508,,S
