,ts_code,trade_date,suspend_timing,suspend_type
0,600801.SH,20200821,,S
1,000029.SZ,20200821,,S
2,000039.SZ,20200821,,S
3,000755.SZ,20200821,,S
4,000825.SZ,20200821,,S
5,002066.SZ,20200821,,S
6,002288.SZ,20200821,,S
7,300284.SZ,20200821,,S
8,300396.SZ,20200821,,S
9,600301.SH,20200821,,S
10,600518.SH,20200821,,S
11,002453.SZ,20200821,,R
12,600069.SH,20200821,,S
13,605008.SH,20200821,09:30-10:00,S
14,605178.SH,20200821,09:30-10:00,S
15,600891.SH,20200821,,S
16,430047.BJ,20200821,,S
17,430090.BJ,20200821,,S
18,430510.BJ,20200821,,S
19,830839.BJ,20200821,,S
20,831856.BJ,20200821,,S
21,832000.BJ,20200821,,S
22,832566.BJ,20200821,,S
23,835670.BJ,20200821,,S
24,836675.BJ,20200821,,S
25,836826.BJ,20200821,,S
26,838030.BJ,20200821,,S
27,838275.BJ,20200821,,S
28,839946.BJ,20200821,,S
29,871396.BJ,20200821,,S
30,832491.BJ,20200821,,S
31,831152.BJ,20200821,,S
32,831087.BJ,20200821,,S
33,834770.BJ,20200821,,S
34,839719.BJ,20200821,,S
