,ts_code,trade_date,suspend_timing,suspend_type
0,600999.SH,20200715,,S
1,603633.SH,20200715,,S
2,002282.SZ,20200715,,S
3,000029.SZ,20200715,,S
4,002245.SZ,20200715,,S
5,002270.SZ,20200715,,S
6,002691.SZ,20200715,,S
7,300645.SZ,20200715,,S
8,600267.SH,20200715,,S
9,600460.SH,20200715,,S
10,600614.SH,20200715,,S
11,600673.SH,20200715,,S
12,603922.SH,20200715,,S
13,688165.SH,20200715,09:31-09:41,S
14,600891.SH,20200715,,S
15,430047.BJ,20200715,,S
16,430090.BJ,20200715,,S
17,430418.BJ,20200715,,S
18,430489.BJ,20200715,,S
19,430510.BJ,20200715,,S
20,830799.BJ,20200715,,S
21,830946.BJ,20200715,,S
22,830964.BJ,20200715,,S
23,831010.BJ,20200715,,S
24,831370.BJ,20200715,,S
25,831445.BJ,20200715,,S
26,831856.BJ,20200715,,S
27,831961.BJ,20200715,,S
28,832000.BJ,20200715,,S
29,832278.BJ,20200715,,S
30,832317.BJ,20200715,,S
31,832566.BJ,20200715,,S
32,833266.BJ,20200715,,S
33,833819.BJ,20200715,,S
34,833874.BJ,20200715,,S
35,833994.BJ,20200715,,S
36,834021.BJ,20200715,,S
37,834415.BJ,20200715,,S
38,834475.BJ,20200715,,S
39,834682.BJ,20200715,,S
40,835184.BJ,20200715,,S
41,835185.BJ,20200715,,S
42,835368.BJ,20200715,,S
43,835508.BJ,20200715,,S
44,835640.BJ,20200715,,S
45,835670.BJ,20200715,,S
46,836149.BJ,20200715,,S
47,836263.BJ,20200715,,S
48,836675.BJ,20200715,,S
49,837242.BJ,20200715,,S
50,838030.BJ,20200715,,S
51,838163.BJ,20200715,,S
52,838275.BJ,20200715,,S
53,839167.BJ,20200715,,S
54,839729.BJ,20200715,,S
55,839946.BJ,20200715,,S
56,871396.BJ,20200715,,S
57,430198.BJ,20200715,,S
58,836433.BJ,20200715,,S
59,832491.BJ,20200715,,S
60,831152.BJ,20200715,,S
61,831087.BJ,20200715,,S
62,832802.BJ,20200715,,S
63,834770.BJ,20200715,,S
64,835857.BJ,20200715,,S
65,839719.BJ,20200715,,S
66,830779.BJ,20200715,,S
