,ts_code,trade_date,suspend_timing,suspend_type
0,300015.SZ,20200423,,S
1,000837.SZ,20200423,,R
2,600051.SH,20200423,,R
3,600225.SH,20200423,,S
4,000029.SZ,20200423,,S
5,002079.SZ,20200423,,S
6,002450.SZ,20200423,,S
7,002469.SZ,20200423,,S
8,300427.SZ,20200423,,S
9,600145.SH,20200423,,S
10,600485.SH,20200423,,S
11,600596.SH,20200423,,S
12,600816.SH,20200423,,S
13,601558.SH,20200423,,S
14,002307.SZ,20200423,,R
15,600891.SH,20200423,,S
16,838227.BJ,20200423,,S
17,834770.BJ,20200423,,S
18,835857.BJ,20200423,,S
19,833394.BJ,20200423,,S
20,832651.BJ,20200423,,S
