,ts_code,trade_date,suspend_timing,suspend_type
0,601966.SH,20201120,,S
1,002075.SZ,20201120,,S
2,600917.SH,20201120,,R
3,600891.SH,20201120,,S
4,834765.BJ,20201120,,S
5,430047.BJ,20201120,,S
6,430090.BJ,20201120,,S
7,430510.BJ,20201120,,S
8,830832.BJ,20201120,,S
9,831305.BJ,20201120,,S
10,831726.BJ,20201120,,S
11,831856.BJ,20201120,,S
12,832000.BJ,20201120,,S
13,832225.BJ,20201120,,S
14,832566.BJ,20201120,,S
15,832735.BJ,20201120,,S
16,832885.BJ,20201120,,S
17,833427.BJ,20201120,,S
18,833509.BJ,20201120,,S
19,834599.BJ,20201120,,S
20,835174.BJ,20201120,,S
21,835670.BJ,20201120,,S
22,836077.BJ,20201120,,S
23,836239.BJ,20201120,,S
24,836675.BJ,20201120,,S
25,836826.BJ,20201120,,S
26,837092.BJ,20201120,,S
27,837212.BJ,20201120,,S
28,837344.BJ,20201120,,S
29,838030.BJ,20201120,,S
30,838275.BJ,20201120,,S
31,839946.BJ,20201120,,S
32,871553.BJ,20201120,,S
33,832491.BJ,20201120,,S
34,832802.BJ,20201120,,S
35,839792.BJ,20201120,,S
36,839719.BJ,20201120,,S
