,ts_code,trade_date,suspend_timing,suspend_type
0,002312.SZ,20200827,,S
1,300678.SZ,20200827,,S
2,000029.SZ,20200827,,S
3,002066.SZ,20200827,,S
4,002531.SZ,20200827,,S
5,002883.SZ,20200827,,S
6,300270.SZ,20200827,,S
7,600301.SH,20200827,,S
8,600518.SH,20200827,,S
9,002079.SZ,20200827,,R
10,601717.SH,20200827,,R
11,600891.SH,20200827,,S
12,430047.BJ,20200827,,S
13,430090.BJ,20200827,,S
14,430510.BJ,20200827,,S
15,830839.BJ,20200827,,S
16,831856.BJ,20200827,,S
17,832000.BJ,20200827,,S
18,832566.BJ,20200827,,S
19,835670.BJ,20200827,,S
20,836675.BJ,20200827,,S
21,836826.BJ,20200827,,S
22,838030.BJ,20200827,,S
23,838275.BJ,20200827,,S
24,839946.BJ,20200827,,S
25,871396.BJ,20200827,,S
26,832491.BJ,20200827,,S
27,831152.BJ,20200827,,S
28,831087.BJ,20200827,,S
29,834770.BJ,20200827,,S
30,839719.BJ,20200827,,S
